claim,label,matched
Chris Mullin played with the Indiana Pacers from 1997 until the 1999-2000 season when he died suddenly.,REFUTES,"['the indiana pacers', 'chris mullin']"
Gotham premiered on Fox in 2014.,SUPPORTS,['fox']
Tsugumi Ohba wrote the manga that the Japanese television drama series Death Note is based on.,SUPPORTS,['death note']
Benjamin Franklin was born in 1790.,REFUTES,['benjamin franklin']
Temple Grandin was directed by a person.,SUPPORTS,['temple grandin']
"Vic Mensa is from Chicago, Illinois and maintains a residence there.",NOT ENOUGH INFO,['vic mensa']
Sennacherib's designated successor was Italian.,NOT ENOUGH INFO,['sennacherib']
Antigua has a native population known as the Antiguan.,NOT ENOUGH INFO,['antigua']
Blank Space originated in Germany.,NOT ENOUGH INFO,['blank space']
Rick Ross created the Maybach Music Group.,SUPPORTS,['rick ross']
Kevin Bacon was in a 1996 film.,NOT ENOUGH INFO,['kevin bacon']
Henry III of France staged his murder and lived to old age after escaping.,REFUTES,['henry iii']
The Fame has sold five copies.,REFUTES,['fame']
Amancio Ortega's middle name is Gaona.,REFUTES,['amancio ortega']
James Spader wrote criticism about Secretary.,NOT ENOUGH INFO,['james spader']
John Perry Barlow was an associate of the Grateful Dead.,SUPPORTS,['the grateful dead']
Chris Mullin played with the Chicago Bulls from 1997 until the 1999-2000 season.,REFUTES,['chris mullin']
The Times has been a compact since the newspaper's founding.,REFUTES,['times']
Star Trek was written by Roberto Orci.,SUPPORTS,['roberto orci']
Benjamin Walker (actor) was born in 1982.,SUPPORTS,['benjamin walker']
Zoe Saldana has always been unemployed.,REFUTES,['zoe saldana']
"Amancio Ortega's last name is Gaona, which he dropped in 1954.",NOT ENOUGH INFO,['amancio ortega']
Wolfgang Amadeus Mozart was a wrestler.,REFUTES,['wolfgang amadeus mozart']
Alberto Contador initially lost the Tour de France.,NOT ENOUGH INFO,['alberto contador']
NXT Tag Team Championship was produced by the WWE on the developmental brand NXT.,SUPPORTS,['wwe']
Sherilyn Fenn had a role in Of Mice and Men.,SUPPORTS,['sherilyn fenn']
Antigua is an airport.,REFUTES,['antigua']
Kevin Bacon was in a 2004 drama film.,NOT ENOUGH INFO,['kevin bacon']
Skopje was the capital of the Russian Empire.,REFUTES,['skopje']
Chris Benoit is Jewish.,NOT ENOUGH INFO,['chris benoit']
John Frusciante worked with electronica in his music.,SUPPORTS,['john frusciante']
Blank Space is on a top 100 list in the country Austria.,NOT ENOUGH INFO,['blank space']
Jiang Wen is a Chinese cuisine.,REFUTES,['jiang wen']
Mandy Moore is part of the music industry.,SUPPORTS,['mandy moore']
Watchmen is a dark satirical and dystopian take on the French Revolution.,REFUTES,['watchmen']
Daredevil is based on the Marvel Comics snail of the same name.,SUPPORTS,['marvel comics']
Paul von Hindenburg was an official.,NOT ENOUGH INFO,['paul von hindenburg']
Alvin and the Chipmunks is a film from America.,SUPPORTS,['alvin']
One Flew Over the Cuckoo's Nest won Best Actor at the Academy Awards in 1978.,NOT ENOUGH INFO,"['the academy awards', 'best actor']"
Mandy Moore is French.,REFUTES,['mandy moore']
Simon Cowell is a miser.,REFUTES,['simon cowell']
Vic Mensa has been nominated for President of Cuba.,NOT ENOUGH INFO,['vic mensa']
Shannon Lee is not a martial artist.,REFUTES,['shannon lee']
The Cyclades are an island group.,SUPPORTS,['cyclades']
Matt Bomer is South American.,NOT ENOUGH INFO,['matt bomer']
Dawood Ibrahim engages in terrorist activity.,NOT ENOUGH INFO,['dawood ibrahim']
Blank Space is on a top 10 list in the country Germany.,SUPPORTS,['blank space']
Anna Nicole Smith was American.,SUPPORTS,['anna nicole smith']
Joni Mitchell has toured.,SUPPORTS,['joni mitchell']
Charles de Gaulle was a leader.,SUPPORTS,['charles de gaulle']
John Frusciante was incapable of working with electronica in his music.,REFUTES,['john frusciante']
Pakistan is officially called the Islamic Republic of Pakistan by the UN.,NOT ENOUGH INFO,['un']
Shannon Lee is French.,REFUTES,['shannon lee']
Google Search cannot be used by speaking.,NOT ENOUGH INFO,['google search']
The Times switched to a compact format from broadsheet in 2004.,SUPPORTS,['times']
Gotham City Sirens was written by a woman.,REFUTES,['gotham city sirens']
The Boeing 767 is an airliner first made in 1986.,NOT ENOUGH INFO,['boeing']
"in 2007, Joni Mitchell released a record.",SUPPORTS,['joni mitchell']
Faye Resnick is a person.,SUPPORTS,['faye resnick']
The Quiet stars Robin Wright.,NOT ENOUGH INFO,['robin wright']
Google Search can return synonyms.,SUPPORTS,['google search']
Ed and Lorraine Warren were illiterate.,REFUTES,['lorraine warren']
Richard Kuklinski committed crimes.,SUPPORTS,['richard kuklinski']
"Matt Bomer was born on Tuesday October 11, 1977.",NOT ENOUGH INFO,['matt bomer']
The latest ceremony of the Logie Awards was broadcast live on a network.,NOT ENOUGH INFO,['logie awards']
Antigua and Barbuda was named by Vasco da Gama.,REFUTES,"['antigua', 'barbuda']"
"In a Marvel Studios movie, Chadwick Boseman acted as a character.",SUPPORTS,['chadwick boseman']
Antigua is only known as the name Antigua.,REFUTES,['antigua']
Benjamin Walker (actor) is a stand up comedian known for slapstick.,NOT ENOUGH INFO,['benjamin walker']
Alex Jones is a Birther.,NOT ENOUGH INFO,['alex jones']
Chris Paul is a two-time Nobel Prize winner.,REFUTES,['chris paul']
Rob McElhenney plays a character on a television show.,SUPPORTS,['rob mcelhenney']
Jean-Jacques Dessalines was the first ruler of independent Hati in 1805.,SUPPORTS,['jean-jacques dessalines']
"Lyon had a population of over 500,000 in 2014.",SUPPORTS,['lyon']
Linkin Park released Meteora.,SUPPORTS,['linkin park']
The Boeing 767 is an airliner.,SUPPORTS,['boeing']
The 66th Primetime Emmy Awards was hosted by an American comedian born in 1973.,SUPPORTS,['primetime emmy awards']
American Idol (season 8) was hosted by Ryan Seacrest.,SUPPORTS,['idol']
Hezbollah received manufacturing training from Iran.,NOT ENOUGH INFO,['hezbollah']
The Bengal tiger is a member of the largest cat species coming from the eponymous region in India.,NOT ENOUGH INFO,['bengal']
The House of the Spirits won Italian Film Awards.,NOT ENOUGH INFO,['the house of the spirits']
The Silver Surfer appears in manga published by Marvel Comics.,REFUTES,['marvel comics']
Gaius Julius Caesar was only Spanish.,REFUTES,"['julius caesar', 'gaius julius caesar']"
Google Search is the product of an Iranian multinational technology company.,REFUTES,['google search']
Fred Seibert only has a career as a gospel record producer.,REFUTES,['fred seibert']
Stephen King has published 54 novels in his 30-year career.,NOT ENOUGH INFO,['stephen king']
Shannon Lee is a German.,REFUTES,['shannon lee']
"Vic Mensa is from Houston, Texas.",REFUTES,['vic mensa']
"On August 19, 1945, Ian Gillan graduated college.",REFUTES,['ian gillan']
Dan Brown wrote a novel.,SUPPORTS,['dan brown']
Natasha Lyonne is also known by another name.,REFUTES,['natasha lyonne']
Louie (season 1) began airing on HBO.,REFUTES,['hbo']
Jenny McCarthy did not model for Playboy magazine.,REFUTES,['jenny mccarthy']
Temple Grandin is a 2010 hip hop album.,REFUTES,['temple grandin']
Emmanuel Macron worked as an stock broker.,NOT ENOUGH INFO,['emmanuel macron']
Nina Jacobson was president of a Walt Disney Company character.,NOT ENOUGH INFO,"['nina jacobson', 'disney']"
Loretta Sanchez is only a lawyer.,REFUTES,['loretta sanchez']
SpongeBob SquarePants is the most distributed property of ABC Family.,REFUTES,"['spongebob squarepants', 'abc']"
"Jack Dylan Grazer was born on October 3, 2003.",REFUTES,['jack dylan grazer']
Amancio Ortega's business partner is Gaona.,NOT ENOUGH INFO,['amancio ortega']
The Catcher in the Rye is a fictional literary work.,SUPPORTS,['rye']
Jiang Wen is exclusively American.,REFUTES,['jiang wen']
Sennacherib was assassinated in 681 BCE by his brother.,NOT ENOUGH INFO,['sennacherib']
Jonah Hill is a bear.,REFUTES,['jonah hill']
Rick Ross founded a record label in 2012.,NOT ENOUGH INFO,['rick ross']
The Times switched to a compact format in 2004.,SUPPORTS,['times']
Sands Hotel and Casino was established after the Bellagio.,NOT ENOUGH INFO,['sands hotel']
"Jean-Jacques Dessalines was born on October 2nd, 2017.",REFUTES,['jean-jacques dessalines']
Chris Mullin played with a team.,SUPPORTS,['chris mullin']
Blank Space originated in Czech Republic.,NOT ENOUGH INFO,['blank space']
Simon Pegg is entirely Japanese.,REFUTES,['simon pegg']
Death Note is a Japanese television drama series based on an acclaimed manga series that was illustrated by Takeshi Obata.,NOT ENOUGH INFO,['death note']
"Simi Valley, California, reported a median household income of $69,723 in the 2012 U.S. Census.",REFUTES,['u.s. census']
The Times is a local-interest magazine.,NOT ENOUGH INFO,['times']
Sennacherib had a son.,SUPPORTS,['sennacherib']
Spider-Man 2 was written by George R. R. Martin.,REFUTES,['george r. r. martin']
Jonah Hill was featured in 21 Jump Street.,SUPPORTS,['jonah hill']
Vampires were a part of a folklore.,SUPPORTS,['folklore']
"Doug Petrie only played ""Bad Horse"" in Dr. Horrible's Sing-Along Blog.",REFUTES,['doug petrie']
Nate Diaz signed with the UFC.,NOT ENOUGH INFO,['ufc']
William Cohen is from Maine.,SUPPORTS,['william cohen']
Boeing 787 Dreamliner was originally called the 9R9.,NOT ENOUGH INFO,['boeing']
Gory Guerrero was Germanic.,NOT ENOUGH INFO,['gory guerrero']
Boeing 787 Dreamliner is a boat.,REFUTES,['boeing']
The Brat Pack is a nickname given to a group of young actors.,REFUTES,['the brat pack']
Kevin Bacon was in a 2004 drama film starring Billy West.,NOT ENOUGH INFO,['kevin bacon']
The House of the Spirits is about the life of a young lady named Clara during the military dictatorship in Chile.,SUPPORTS,['the house of the spirits']
Skopje was a village.,NOT ENOUGH INFO,['skopje']
The House of the Spirits won awards.,SUPPORTS,['the house of the spirits']
Key & Peele has won a car.,REFUTES,['key & peele']
Richard Fortus has recorded zero studio albums with Guns N' Roses.,REFUTES,['richard fortus']
Joseph Merrick was the inspiration of the play The Elephant Man.,SUPPORTS,['joseph merrick']
Jed Whedon was born in December 1974.,REFUTES,['jed whedon']
Faye Resnick has never been on television.,REFUTES,['faye resnick']
"The Airbus A380 made its first flight on June 27, 2005.",REFUTES,['airbus']
Mikhail Prokhorov is the former Vice-President of Onexim Group.,NOT ENOUGH INFO,['mikhail prokhorov']
Laura Robson won a championship.,NOT ENOUGH INFO,['laura robson']
Simon Pegg is an actor.,SUPPORTS,['simon pegg']
Alexandria serves less than half of Egypt's imports and exports.,REFUTES,['alexandria']
"In the past, Brent Mydland was part of the Grateful Dead.",SUPPORTS,['the grateful dead']
UNESCO's City of Literature program was launched in the 21st century.,SUPPORTS,['unesco']
Simon Pegg is a cat.,REFUTES,['simon pegg']
Ed and Lorraine Warren were plumbers.,NOT ENOUGH INFO,['lorraine warren']
Jenny McCarthy began her career in April 1993.,NOT ENOUGH INFO,['jenny mccarthy']
Bob Ross created Mr. Roger's Neighborhood.,NOT ENOUGH INFO,['bob ross']
Wolfgang Amadeus Mozart was married to a woman from his birthplace.,NOT ENOUGH INFO,['wolfgang amadeus mozart']
Simon Pegg is only an actor.,REFUTES,['simon pegg']
Olympic medals displayed the Colosseum from 1928 to 2004.,SUPPORTS,['colosseum']
The SpongeBob SquarePants Movie stars Ryan Gosling.,NOT ENOUGH INFO,"['spongebob squarepants', 'ryan gosling']"
Sennacherib had a fatal accident in 681 BCE.,REFUTES,['sennacherib']
William Cohen is a religious leader.,NOT ENOUGH INFO,['william cohen']
The ABC islands are part of the Arctic Ocean.,REFUTES,['abc']
Ed and Lorraine Warren were Roman Catholic priests.,NOT ENOUGH INFO,['lorraine warren']
Ian Gillan is a writer.,SUPPORTS,['ian gillan']
Loretta Sanchez is from North America.,SUPPORTS,['loretta sanchez']
Simon Cowell is an English science-fiction television judge.,REFUTES,['simon cowell']
Ed and Lorraine Warren refused to be paranormal investigators.,NOT ENOUGH INFO,['lorraine warren']
John DiMaggio has yet to do any voice-over roles.,REFUTES,['john dimaggio']
James Brolin was never born.,REFUTES,['james brolin']
William Cohen is from Oregon.,REFUTES,['william cohen']
"Jack Dylan Grazer was married on September 3, 2003.",REFUTES,['jack dylan grazer']
The Fame has sold only digital copies.,SUPPORTS,['fame']
Antigua has people living there.,SUPPORTS,['antigua']
The Indiana Pacers were established as a member of the American Basketball Association in 1967.,SUPPORTS,['the indiana pacers']
Ian Gillan is a guitarist.,NOT ENOUGH INFO,['ian gillan']
James Spader starred in a movie.,SUPPORTS,['james spader']
American Library Association has members.,SUPPORTS,['american library association']
Richard Dawson was on American television.,SUPPORTS,['richard dawson']
Taarak Mehta Ka Ooltah Chashmah is a sitcom that has run a long time.,SUPPORTS,['taarak mehta']
Elizabeth I was the first daughter of Henry VIII.,REFUTES,['henry viii']
"Jack Dylan Grazer directed a film on September 3, 2003.",REFUTES,['jack dylan grazer']
"American Library Association has more than 62,000 members.",SUPPORTS,['american library association']
The Bengal tiger has stripes and can be orange or white.,NOT ENOUGH INFO,['bengal']
Shannon Lee was born in 1969 and is a Baby Boomer.,NOT ENOUGH INFO,['shannon lee']
Gaius Julius Caesar was born in France.,NOT ENOUGH INFO,"['julius caesar', 'gaius julius caesar']"
Gaius Julius Caesar was only the mother of Gaius Julius Caesar.,REFUTES,"['julius caesar', 'gaius julius caesar']"
Linkin Park released 2 albums in 2003.,NOT ENOUGH INFO,['linkin park']
"In the year 2009, Rick Ross made a record label.",SUPPORTS,['rick ross']
Death Note is a Korean television science fiction mini series based on a manga series illustrated by Takeshi Obata.,REFUTES,['death note']
The Cyclades are a group of islands.,SUPPORTS,['cyclades']
Trouble with the Curve stars Amy Adams.,SUPPORTS,['amy adams']
John DiMaggio has acted in voice-over roles.,SUPPORTS,['john dimaggio']
DodgeBall: A True Underdog Story includes cameos by Vince Vaughn and Ben Stiller.,REFUTES,"['ben stiller', 'vince vaughn']"
Rodger Bumpass stars in The SpongeBob SquarePants Movie.,SUPPORTS,['spongebob squarepants']
Henry III of France was succeeded by Louis III.,REFUTES,['henry iii']
Dan Brown is an Italian publisher.,REFUTES,['dan brown']
Brie Larson worked with director Destin Daniel.,SUPPORTS,['brie larson']
Gory Guerrero's full name is Salvador Guerrero.,REFUTES,['gory guerrero']
"In the 2012 U.S. Census, Simi Valley, California, reported a median household income of $87,894.",SUPPORTS,['u.s. census']
DodgeBall: A True Underdog Story stars Vince Vaughn and Ben Stiller as animated dolphins.,NOT ENOUGH INFO,"['ben stiller', 'vince vaughn']"
Alberto Contador initially won the competition.,SUPPORTS,['alberto contador']
US Airways Flight 1549 touched down in the Hudson River.,SUPPORTS,['us airways']
Times Higher Education World University Rankings comes out weekly.,REFUTES,"['times', 'times higher education world university rankings']"
Kyra Sedgwick won a Japanese award.,NOT ENOUGH INFO,['kyra sedgwick']
Dan Brown wrote a 2003 bestselling novel.,SUPPORTS,['dan brown']
Legendary Entertainment is independently owned and operated.,REFUTES,['legendary entertainment']
Nawaz Sharif is a German politician.,REFUTES,['nawaz sharif']
The Bengal tiger is a member of the smallest cat species.,NOT ENOUGH INFO,['bengal']
Emmanuel Macron worked as an playwright.,NOT ENOUGH INFO,['emmanuel macron']
Zoe Saldana was born in May of 1978.,REFUTES,['zoe saldana']
The Stanford prison experiment was unfunded.,REFUTES,['stanford']
American Library Association is anything except a library association.,REFUTES,['american library association']
"Richard Dawson died on June 2nd, 2012.",SUPPORTS,['richard dawson']
Woodrow Wilson lived during the dawn of hip-hop.,NOT ENOUGH INFO,['woodrow wilson']
"With Singapore Airlines, the Airbus A380 entered commercial service.",SUPPORTS,['airbus']
Maggie Q produced a CW series.,NOT ENOUGH INFO,['cw']
Sherilyn Fenn is known for playing the main character in Rude Awakening.,NOT ENOUGH INFO,['sherilyn fenn']
Key & Peele has yet to be nominated for a Writers Guild Award.,REFUTES,['key & peele']
"Amancio Ortega was born on Monday, March 28th, 1936.",NOT ENOUGH INFO,['amancio ortega']
The SpongeBob SquarePants Movie only stars Donald Trump.,REFUTES,"['spongebob squarepants', 'donald trump']"
ASAP Rocky has only directed music videos for others.,REFUTES,['asap rocky']
The Bengal tiger is a member of the largest cat species.,SUPPORTS,['bengal']
American Idol (season 8) had Randy Jackson as a contestant.,REFUTES,['idol']
American Library Association has more than five legal suits.,NOT ENOUGH INFO,['american library association']
The day before the Academy Awards is when the Independent Spirit Awards are held.,SUPPORTS,['the academy awards']
The House of the Spirits is based on the 1982 novel Harry Potter by J.K. Rowling.,REFUTES,"['harry potter', 'the house of the spirits']"
Ian Gillan is from England.,SUPPORTS,['ian gillan']
Northwestern University is a public university.,REFUTES,['northwestern university']
"Michael Hutchence died on Thursday November 22nd, 1997.",NOT ENOUGH INFO,['michael hutchence']
July 1974 is the birthday of Jed Whedon.,SUPPORTS,['jed whedon']
Mandy Moore is a North Carolinian.,NOT ENOUGH INFO,['mandy moore']
"Sonny Bono proposed to Cher, but she declined.",REFUTES,"['cher', 'sonny bono']"
"On March 28th, 1936, Amancio Ortega was born.",SUPPORTS,['amancio ortega']
Dawood Ibrahim is a person.,SUPPORTS,['dawood ibrahim']
ASAP Rocky has directed music videos for himself.,SUPPORTS,['asap rocky']
American Idol (season 8) had Randy Jackson as a director.,NOT ENOUGH INFO,['idol']
Jenny McCarthy was Playmate of the Month.,NOT ENOUGH INFO,['jenny mccarthy']
Richard Kuklinski has a relatives.,SUPPORTS,['richard kuklinski']
Antigua is in the Barbados.,REFUTES,['antigua']
Toy Story 2 was released by Walt Disney Pictures.,SUPPORTS,['disney']
Ron Dennis isn't an owner.,REFUTES,['ron dennis']
Death Note is a Japanese television drama series based on a manga series written by Tsugumi Ohba.,SUPPORTS,['death note']
Benjamin Franklin was a spokesman and was highly regarded.,NOT ENOUGH INFO,['benjamin franklin']
Times Higher Education World University Rankings is a publication of unranked universities.,REFUTES,"['times', 'times higher education world university rankings']"
Stephen King has published 54 novels.,SUPPORTS,['stephen king']
Two and a Half Men originally aired on CBS in 1999.,REFUTES,['cbs']
"On April 27, 2005, the Airbus A380 made its first flight.",SUPPORTS,['airbus']
Bank of America has online and computer banking platforms.,REFUTES,['bank of america']
"Heroes first season averaged 14.3 million viewers, number one in viewership for an NBC drama.",NOT ENOUGH INFO,['nbc']
Leslie Alexander has a former profession.,SUPPORTS,['leslie alexander']
Bank of America has help centers.,NOT ENOUGH INFO,['bank of america']
John Frusciante is a Christian.,NOT ENOUGH INFO,['john frusciante']
Gotham City Sirens is an Argentinian comic book series.,REFUTES,['gotham city sirens']
Michael Hutchence died in Boston.,REFUTES,['michael hutchence']
The 66th Primetime Emmy Awards was hosted by an American father born in 1973.,NOT ENOUGH INFO,['primetime emmy awards']
The host of The Joy of Painting was Bob Ross.,REFUTES,['bob ross']
ASAP Rocky has directed chemistry videos for other A$AP Mob members.,REFUTES,['asap rocky']
Gaius Julius Caesar was the son of Gaius Julius Caesar.,SUPPORTS,"['julius caesar', 'gaius julius caesar']"
Two and a Half Men first aired on CBS.,SUPPORTS,['cbs']
Kate Walsh appeared on a sitcom by NBC.,SUPPORTS,['nbc']
Alex Jones is a liberal Democrat.,REFUTES,['alex jones']
Zoe Saldana was born in 1978.,SUPPORTS,['zoe saldana']
Google Search can find athletes.,NOT ENOUGH INFO,['google search']
The Vandals established kingdoms.,SUPPORTS,['vandals']
Manchester by the Sea is a town.,REFUTES,['manchester']
Mikhail Prokhorov used to be the President of Onexim Group.,SUPPORTS,['mikhail prokhorov']
PBS is exclusively a film distributor.,REFUTES,['pbs']
Dan Brown wrote a script for Stranger Things.,NOT ENOUGH INFO,['dan brown']
Samsung entered the entertainment industry in India.,NOT ENOUGH INFO,['samsung']
Dawood Ibrahim was born in February 1955.,REFUTES,['dawood ibrahim']
James Brolin appeared in Tokyo.,NOT ENOUGH INFO,['james brolin']
Riz Ahmed is an award nominated deep-sea diver.,NOT ENOUGH INFO,['riz ahmed']
Google Search can return antonyms.,NOT ENOUGH INFO,['google search']
Matt Bomer is 21 years old.,REFUTES,['matt bomer']
Stephen Moyer was refused any role in Prince Valiant.,REFUTES,['stephen moyer']
Samsung exited the electronics industry in the late 1960s.,REFUTES,['samsung']
Chumlee is played by an American actor that was a businessman and was on television.,SUPPORTS,['chumlee']
Bank of America only has offline banking platforms.,REFUTES,['bank of america']
Kevin Bacon was in a film directed by Patty Jenkins.,NOT ENOUGH INFO,['kevin bacon']
Skopje was rarely a town.,REFUTES,['skopje']
The SpongeBob SquarePants Movie stars Rodger Bumpass.,SUPPORTS,['spongebob squarepants']
James Brolin is a Republican.,NOT ENOUGH INFO,['james brolin']
Jonah Hill ranked 28th on Forbes magazine's ranking of world's highest paid feet from June 2014 to June 2015.,REFUTES,['jonah hill']
Paul von Hindenburg was an officer.,SUPPORTS,['paul von hindenburg']
James Spader starred in a controversial family drama.,NOT ENOUGH INFO,['james spader']
Brown University's main campus is located in the third smallest city in New England.,REFUTES,"[""brown university's""]"
Fred Seibert has produced live action programs.,SUPPORTS,['fred seibert']
Sledgehammer was first performed live at the 2014 MTV Europe Music Awards.,SUPPORTS,['mtv']
Emmanuel Macron worked as an dolphin.,NOT ENOUGH INFO,['emmanuel macron']
Antigua and Barbuda was discovered in 1493.,SUPPORTS,"['antigua', 'barbuda']"
Paul von Hindenburg was a person.,SUPPORTS,['paul von hindenburg']
Kaya Scodelario performed in New York.,NOT ENOUGH INFO,['kaya scodelario']
Simon Pegg is angry.,NOT ENOUGH INFO,['simon pegg']
A Good Day to Die Hard stars Bruce Willis as John McClane.,SUPPORTS,['bruce willis']
The SpongeBob SquarePants Movie only stars Donald Trump.,REFUTES,"['spongebob squarepants', 'donald trump']"
Matt Bomer acts.,SUPPORTS,['matt bomer']
The Catcher in the Rye is a young adult novel.,NOT ENOUGH INFO,['rye']
The Gettysburg Address was delivered by Barack Obama II.,REFUTES,['barack obama']
Nina Jacobson was born in 1966.,REFUTES,['nina jacobson']
"Chris Paul is notorious for shooting instead of passing, with the lowest assist record in the NBA.",REFUTES,"['nba', 'chris paul']"
The New England Patriots owns the record for most Super Bowls lost.,NOT ENOUGH INFO,['the new england patriots']
Kyra Sedgwick had a role in a film.,SUPPORTS,['kyra sedgwick']
Gaius Julius Caesar was the father of a dictator.,SUPPORTS,"['julius caesar', 'gaius julius caesar']"
Ted Cruz is from the United States.,SUPPORTS,['ted cruz']
The Brat Pack only appeared together in baby-oriented coming-of-age films.,REFUTES,['the brat pack']
Joseph Merrick was a severely deformed man in the 19th century.,SUPPORTS,['joseph merrick']
Ted Cruz's has a middle name.,SUPPORTS,['ted cruz']
Nawaz Sharif is the 20th President of Pakistan.,NOT ENOUGH INFO,['nawaz sharif']
Scandinavia does not contain the remote Norwegian islands of Svalbard and Jan Mayen.,NOT ENOUGH INFO,"['jan mayen', 'svalbard']"
Ed Gagliardi died of cancer.,SUPPORTS,['ed gagliardi']
Leslie Alexander has owned the Houston Rockets for 20 years.,NOT ENOUGH INFO,['leslie alexander']
Ryan Seacrest was murdered before the start of American Idol (season 8).,REFUTES,['idol']
Dawood Ibrahim is originally from the capital city of the Indian state of Haryana.,REFUTES,['dawood ibrahim']
John DiMaggio did a voice-over role in a series created by Alex Hirsch.,NOT ENOUGH INFO,['john dimaggio']
Real estate listings for homes can be found on Google Search.,NOT ENOUGH INFO,['google search']
Jack Dylan Grazer is a Canadian child actor.,REFUTES,['jack dylan grazer']
Kenny Chesney died in the womb.,REFUTES,['kenny chesney']
B. R. Ambedkar died.,SUPPORTS,['b. r. ambedkar']
Zoe Saldana has always been banned from America.,REFUTES,['zoe saldana']
"The Stanford prison experiment was funded by an organization that coordinates, executes, and promotes the science and technology programs of the U.S. Navy and Marine Corps.",SUPPORTS,['stanford']
Nawaz Sharif has been in Pakistan since June 2013.,NOT ENOUGH INFO,['nawaz sharif']
Antigua is landlocked.,REFUTES,['antigua']
Jamie Lee Curtis starred in John Carpenter's Friday the 13th.,NOT ENOUGH INFO,['jamie lee curtis']
Sydney is where Michael Hutchence died.,SUPPORTS,['michael hutchence']
There is a musician called John Frusciante.,SUPPORTS,['john frusciante']
The Boeing 767 is used for cargo transport.,NOT ENOUGH INFO,['boeing']
Fred Seibert has produced live action commercials.,NOT ENOUGH INFO,['fred seibert']
The latest ceremony of the Logie Awards was at an American casino.,REFUTES,['logie awards']
Adobe Photoshop is a web application.,NOT ENOUGH INFO,['adobe photoshop']
Nina Jacobson is a famous film executive.,NOT ENOUGH INFO,['nina jacobson']
Amancio Ortega refuses to be a businessman.,REFUTES,['amancio ortega']
The New England Patriots won blue Super Bowls.,NOT ENOUGH INFO,['the new england patriots']
The SpongeBob SquarePants Movie stars Tom Cruise.,REFUTES,"['tom cruise', 'spongebob squarepants']"
Roberto Orci worked with others.,SUPPORTS,['roberto orci']
Menace II Society is exclusively a TV series.,REFUTES,['menace ii society']
House of Balloons is by a American singer.,REFUTES,['house of balloons']
Kenny Chesney is a country music writer.,SUPPORTS,['kenny chesney']
The New England Patriots have five Super Bowl victories.,SUPPORTS,['the new england patriots']
"On April 18th, 1990, Gory Guerrero passed away.",SUPPORTS,['gory guerrero']
A plan is one of the ABC Islands.,NOT ENOUGH INFO,['abc']
The Stanford prison experiment was funded by the U.S. Office of Education.,REFUTES,['stanford']
Chris Benoit's maiden name is Michael.,REFUTES,['chris benoit']
Ian Gillan is only Japanese.,REFUTES,['ian gillan']
Roberto Orci wrote.,SUPPORTS,['roberto orci']
Natasha Lyonne was born in 1995.,REFUTES,['natasha lyonne']
Loretta Sanchez is American and Spanish.,REFUTES,['loretta sanchez']
"There were 3,090,953 Mormon members in 1971.",SUPPORTS,['mormon']
Joseph Merrick's was the subject of a historical drama.,SUPPORTS,['joseph merrick']
Temple Grandin stars Melissa McCarthy as Temple Grandin.,REFUTES,['temple grandin']
Kyle Maclachlan has won a Golden Globe for Best Actor.,SUPPORTS,"['kyle maclachlan', 'best actor']"
Matt Bomer is a vegan.,NOT ENOUGH INFO,['matt bomer']
James Brolin appeared on talk shows.,NOT ENOUGH INFO,['james brolin']
DodgeBall: A True Underdog Story was unable to feature scenes with Vince Vaughn and Ben Stiller.,REFUTES,"['ben stiller', 'vince vaughn']"
The Vandals were first heard of in Alaska.,REFUTES,['vandals']
Times Higher Education World University Rankings is a publication of illustrations.,REFUTES,"['times', 'times higher education world university rankings']"
The Bengal tiger was subordinated into binomen.,NOT ENOUGH INFO,['bengal']
Ted Cruz is an Australian exclusively.,REFUTES,['ted cruz']
Shannon Lee is not American.,REFUTES,['shannon lee']
Prague's historic center was first included in the UNESCO list of World Heritage Sites in 1992.,SUPPORTS,['unesco']
The Stanford prison experiment was an investigation into the causes of difficulties between guards and criminals.,NOT ENOUGH INFO,['stanford']
Linkin Park has only released one album to date.,REFUTES,['linkin park']
Jiang Wen was born on January 6.,REFUTES,['jiang wen']
Jenny McCarthy hired a nude model.,NOT ENOUGH INFO,['jenny mccarthy']
James Spader starred in Twilight.,NOT ENOUGH INFO,['james spader']
The Challenge XXX: Dirty 30 is a season of an MTV show.,SUPPORTS,['mtv']
Ron Dennis has owned Absolute Taste for three years.,NOT ENOUGH INFO,['ron dennis']
Gotham City Sirens is a comic book series from the United States.,SUPPORTS,['gotham city sirens']
The ABC islands are nowhere near the Caribbean.,REFUTES,['abc']
"Vic Mensa was born June 6, 1993 in Houston, Texas.",NOT ENOUGH INFO,['vic mensa']
Kenny Chesney is American and was born in Kentucky.,NOT ENOUGH INFO,['kenny chesney']
The Catcher in the Rye is a novel by J.D. Salinger.,SUPPORTS,['rye']
"Benjamin Franklin finished college on April 17th, 1790.",REFUTES,['benjamin franklin']
"Sonny Bono was an American singer, most famous for his album 'Graduation'.",NOT ENOUGH INFO,['sonny bono']
The Monster is an EP by Eminem.,REFUTES,['eminem']
L. Ron Hubbard spent the remaining years of his life on a ranch near his mother.,NOT ENOUGH INFO,['l. ron hubbard']
The Brat Pack is type of name given to a group that appeared in films.,SUPPORTS,['the brat pack']
The House of the Spirits is based on the 1982 novel La Casa de los Espíritus by Isabel Allende.,SUPPORTS,['the house of the spirits']
