claim,subject,predicate,object_raw,object_text,property_id,confidence,route,mapping_source,semantic_score,relation_phrase,object,nli_premise,evidence_source,sem_top_triple,sem_top_score,sem_evidence,has_evidence,nli_premise_verbalized,nli_entailment,nli_contradiction,nli_neutral,nli_verdict,nli_confidence,label,gold_label,pred_label
Colin Kaepernick starts for the San Francisco 49ers.,Colin Kaepernick,start,,,,low,semantic_search,none,,start for place,,colin kaepernick occupation american football player,semantic_fallback,colin kaepernick --[OCCUPATION]--> american football player,0.673,colin kaepernick occupation american football player | colin kaepernick occupation baseball player | colin kaepernick date of birth 1987-11-03,True,colin kaepernick is an american football player.,0.0307,0.0002,0.9691,NOT_ENOUGH_INFO,0.9691,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Tom DeLonge formed Blink-182 in 1992.,Tom DeLonge,formed,,,,low,semantic_search,none,,form in date,,tom delonge genre pop-punk,semantic_fallback,tom delonge --[GENRE]--> pop-punk,0.6229,tom delonge genre pop-punk | tom delonge occupation singer-songwriter | tom delonge occupation singer,True,tom delonge is associated with the genre pop-punk.,0.0002,0.0002,0.9996,NOT_ENOUGH_INFO,0.9996,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Stephen Colbert is on CBS as host of The Late Show.,Stephen Colbert,be,,,,low,semantic_search,none,,be on organization as host of the late show,,stephen colbert occupation television presenter,semantic_fallback,stephen colbert --[OCCUPATION]--> television presenter,0.8061,stephen colbert occupation television presenter | stephen colbert occupation television producer | stephen colbert occupation comedian,True,stephen colbert is a television presenter.,0.003,0.0002,0.9968,NOT_ENOUGH_INFO,0.9968,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
PacSun sells footwear.,PacSun,sell,footwear,,,low,semantic_search,none,,sell,,pacsun industry retail,semantic_fallback,pacsun --[INDUSTRY]--> retail,0.6894,pacsun industry retail | pacsun country united states | pacsun headquarters anaheim,True,pacsun operates in the retail.,0.0003,0.0017,0.998,NOT_ENOUGH_INFO,0.998,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Keith Urban was released solely by a Canada-based record label.,Keith Urban,released,,,,low,semantic_search,none,,release be,,keith urban record label capitol records,semantic_fallback,keith urban --[RECORD_LABEL]--> capitol records,0.6033,keith urban record label capitol records | keith urban genre country music | keith urban record label capitol records nashville,True,keith urban is signed to capitol records.,0.0006,0.0173,0.982,NOT_ENOUGH_INFO,0.982,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Bethany Hamilton's biopic wasn't directed by Sean McNamara.,Bethany Hamilton,directed_by,,,,low,semantic_search,none,,direct be,,bethany hamilton occupation writer,semantic_fallback,bethany hamilton --[OCCUPATION]--> writer,0.5155,bethany hamilton occupation writer | bethany hamilton date of birth 1990-02-08 | bethany hamilton occupation autobiographer,True,bethany hamilton is a writer.,0.0097,0.2283,0.762,NOT_ENOUGH_INFO,0.762,REFUTES,REFUTES,NOT_ENOUGH_INFO
Mickey Rourke appeared in a sequel.,Mickey Rourke,appeared_in,,,,low,semantic_search,none,,appear in a sequel,,mickey rourke occupation character actor,semantic_fallback,mickey rourke --[OCCUPATION]--> character actor,0.7617,mickey rourke occupation character actor | mickey rourke occupation film producer | mickey rourke occupation screenwriter,True,mickey rourke is a character actor.,0.0018,0.0426,0.9556,NOT_ENOUGH_INFO,0.9556,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Jenna Jameson was only ever a stripper.,Jenna Jameson,be,ever a stripper,,,low,semantic_search,none,,be ever a stripper,,jenna jameson occupation pornographic actor,semantic_fallback,jenna jameson --[OCCUPATION]--> pornographic actor,0.6051,jenna jameson occupation pornographic actor | jenna jameson occupation entrepreneur | jenna jameson occupation businessperson,True,jenna jameson is a pornographic actor.,0.0001,0.9987,0.0013,REFUTES,0.9987,REFUTES,REFUTES,REFUTES
Bongwater is set outside of Oregon.,Bongwater,set,,,,low,semantic_search,none,,set,,bongwater country of origin united states,semantic_fallback,bongwater --[COUNTRY_OF_ORIGIN]--> united states,0.6921,bongwater country of origin united states | bongwater inception date 1985-01-01 | bongwater record label shimmy disc,True,bongwater is from of origin united states.,0.0012,0.0099,0.9889,NOT_ENOUGH_INFO,0.9889,REFUTES,REFUTES,NOT_ENOUGH_INFO
XHamster produces Prussian novels.,XHamster,produced,Prussian novels,,,low,semantic_search,none,,produce,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Marcus Bentley is a British actor.,Marcus Bentley,be,a British actor,,,low,semantic_search,none,,be a british actor,,marcus bentley occupation actor,semantic_fallback,marcus bentley --[OCCUPATION]--> actor,0.905,marcus bentley occupation actor | marcus bentley occupation television actor | marcus bentley date of birth 1967-10-04,True,marcus bentley is an actor.,0.0143,0.0001,0.9856,NOT_ENOUGH_INFO,0.9856,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Bhagat Singh was murdered.,Bhagat Singh,murder,,,,low,semantic_search,none,,murder be,,bhagat singh occupation researcher,semantic_fallback,bhagat singh --[OCCUPATION]--> researcher,0.5895,bhagat singh occupation researcher,True,bhagat singh is a researcher.,0.0001,0.9933,0.0067,REFUTES,0.9933,REFUTES,REFUTES,REFUTES
WGBH-TV is a non-commercial educational PBS member radio station.,WGBH-TV,be,a noncommercial educational PBS member radio station,,,low,semantic_search,none,,be a noncommercial educational pbs member radio station,,wgbh-tv country united states,semantic_fallback,wgbh-tv --[COUNTRY]--> united states,0.6198,wgbh-tv country united states | wgbh-tv headquarters boston | wgbh-tv award received peabody awards,True,wgbh-tv is from united states.,0.0008,0.0031,0.9961,NOT_ENOUGH_INFO,0.9961,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Wales' population rapidly expanded because of the South Wales Coalfield's exploitation.,Wales,expand,,,,low,semantic_search,none,,expand because the south wales coalfield's exploitation,,wales country united kingdom,semantic_fallback,wales --[COUNTRY]--> united kingdom,0.4444,wales country united kingdom,True,wales is from united kingdom.,0.0001,0.0022,0.9976,NOT_ENOUGH_INFO,0.9976,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Tylenol is one of the brands of drugs.,Tylenol,be,one,,,low,semantic_search,none,,be one,,tylenol country united states,semantic_fallback,tylenol --[COUNTRY]--> united states,0.6852,tylenol country united states,True,tylenol is from united states.,0.0136,0.0006,0.9858,NOT_ENOUGH_INFO,0.9858,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Telemundo is an American wireless network.,Telemundo,be,an American wireless network,,,low,semantic_search,none,,be an american wireless network,,telemundo country united states,semantic_fallback,telemundo --[COUNTRY]--> united states,0.7909,telemundo country united states | telemundo founded by carl ramos | telemundo headquarters miami,True,telemundo is from united states.,0.0006,0.1059,0.8935,NOT_ENOUGH_INFO,0.8935,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Peking University was founded in 1876.,Peking University,founded_by,,,,low,semantic_search,none,,found in date be,,peking university founded by empress dowager cixi,semantic_fallback,peking university --[FOUNDED_BY]--> empress dowager cixi,0.7814,peking university founded by empress dowager cixi | peking university inception date 1898-07-03 | peking university country people's republic of china,True,peking university was founded by empress dowager cixi.,0.0003,0.0003,0.9994,NOT_ENOUGH_INFO,0.9994,REFUTES,REFUTES,NOT_ENOUGH_INFO
The World Trade Center was destroyed in September.,World Trade Center,destroy,,,,low,semantic_search,none,,destroy in date be,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Danger UXB is set during the First World War.,UXB,set,,,,low,semantic_search,none,,set during the first world war,,uxb country united kingdom,semantic_fallback,uxb --[COUNTRY]--> united kingdom,0.4603,uxb country united kingdom,True,uxb is from united kingdom.,0.0001,0.0412,0.9587,NOT_ENOUGH_INFO,0.9587,REFUTES,REFUTES,NOT_ENOUGH_INFO
"Simón Bolívar graduated college on July 24th, 1783.",Simón Bolívar,graduate,college,,,low,semantic_search,none,,graduate on date,,simón bolívar date of birth 1783-07-24,semantic_fallback,simón bolívar --[DATE_OF_BIRTH]--> 1783-07-24,0.8085,simón bolívar date of birth 1783-07-24 | simón bolívar date of death 1830-12-17 | simón bolívar award received liberator of venezuela,True,simón bolívar was born on 1783-07-24.,0.0001,0.9948,0.0051,REFUTES,0.9948,REFUTES,REFUTES,REFUTES
The current President of Lockheed Martin holds no other positions in the company.,President,hold,no other positions in the company,,,low,semantic_search,none,,hold,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
Eva Green made a clothes line.,Eva Green,make,a clothes line,,,low,semantic_search,none,,make,,eva green occupation actor,semantic_fallback,eva green --[OCCUPATION]--> actor,0.5963,eva green occupation actor | eva green date of birth 1980-07-06 | eva green occupation composer,True,eva green is an actor.,0.0004,0.9956,0.0041,REFUTES,0.9956,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
Drake Bell released an extended play in 2009.,Drake Bell,released,an extended play,,,low,semantic_search,none,,release in date,,drake bell genre pop music,semantic_fallback,drake bell --[GENRE]--> pop music,0.6676,drake bell genre pop music | drake bell date of birth 1986-06-27 | drake bell occupation singer,True,drake bell is associated with the genre pop music.,0.0001,0.0008,0.9992,NOT_ENOUGH_INFO,0.9992,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Jenna Jameson has been illustrated.,Jenna Jameson,illustrate,,,,low,semantic_search,none,,illustrate be,,jenna jameson occupation entrepreneur,semantic_fallback,jenna jameson --[OCCUPATION]--> entrepreneur,0.7424,jenna jameson occupation entrepreneur | jenna jameson occupation businessperson | jenna jameson occupation pornographic actor,True,jenna jameson is an entrepreneur.,0.9957,0.0009,0.0034,SUPPORTS,0.9957,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
Don Bradman's status as a national icon was recognized after his school years.,Don Bradman,recognize,,,,low,semantic_search,none,,recognize after date be,,don bradman date of birth 1908-08-27,semantic_fallback,don bradman --[DATE_OF_BIRTH]--> 1908-08-27,0.6244,don bradman date of birth 1908-08-27 | don bradman award received australian sports medal | don bradman award received australian national living treasure,True,don bradman was born on 1908-08-27.,0.0001,0.0005,0.9993,NOT_ENOUGH_INFO,0.9993,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Britt Robertson portrayed the role of Mildred Darling.,Britt Robertson,portrayed,the role of Mildred Darling,,,low,semantic_search,none,,portray,,britt robertson occupation film actor,semantic_fallback,britt robertson --[OCCUPATION]--> film actor,0.6428,britt robertson occupation film actor | britt robertson occupation film director | britt robertson occupation actor,True,britt robertson is a film actor.,0.0004,0.0003,0.9993,NOT_ENOUGH_INFO,0.9993,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Over half of the University of Mississippi's students are Mississippian.,,be,mississippian,mississippian,P39,medium,semantic_search,rule,,,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Tijuana is on a landmass.,Tijuana,be,,,,low,semantic_search,none,,be on a landmass,,tijuana country mexico,semantic_fallback,tijuana --[COUNTRY]--> mexico,0.7242,tijuana country mexico | tijuana inception date 1889-01-01,True,tijuana is from mexico.,0.9873,0.0015,0.0111,SUPPORTS,0.9873,SUPPORTS,SUPPORTS,SUPPORTS
NBC aired Highway to Heaven.,NBC,air,Highway to Heaven,,,low,semantic_search,none,,air,,nbc country united states,semantic_fallback,nbc --[COUNTRY]--> united states,0.432,nbc country united states,True,nbc is from united states.,0.0002,0.9988,0.001,REFUTES,0.9988,SUPPORTS,SUPPORTS,REFUTES
Anushka Sharma in Jab Tak Hai Jaan.,,anushka sharma,,,,low,semantic_search,none,,anushka sharma in jab tak hai jaan,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Telemundo is incapable of being owned by Comcast.,Telemundo,be,incapable of being owned by Comcast,,,low,semantic_search,none,,be incapable of being owned by comcast,,telemundo country united states,semantic_fallback,telemundo --[COUNTRY]--> united states,0.5007,telemundo country united states | telemundo founded by carl ramos | telemundo headquarters miami,True,telemundo is from united states.,0.0001,0.9979,0.002,REFUTES,0.9979,REFUTES,REFUTES,REFUTES
Good over evil is signified spiritually through Diwali.,Good,signify,,,,low,semantic_search,none,,signify through place,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Martin Van Buren held office.,Martin Van Buren,hold,office,,,low,semantic_search,none,,hold,,martin van buren position held president-elect of the united states,semantic_fallback,martin van buren --[POSITION_HELD]--> president-elect of the united states,0.8749,martin van buren position held president-elect of the united states | martin van buren position held president of the united states | martin van buren occupation politician,True,martin van buren has held the position of president-elect of the united states.,0.9889,0.0054,0.0057,SUPPORTS,0.9889,SUPPORTS,SUPPORTS,SUPPORTS
Rio's sequel is a 2013 film.,Rio,be,a 2013 film,,,low,semantic_search,none,,be a 2013 film,,rio country brazil,semantic_fallback,rio --[COUNTRY]--> brazil,0.5035,rio country brazil | rio inception date 1565-03-21,True,rio is from brazil.,0.0,0.0017,0.9983,NOT_ENOUGH_INFO,0.9983,REFUTES,REFUTES,NOT_ENOUGH_INFO
There is a French-British actress named Emma Watson.,,be,watson,watson,P39,medium,semantic_search,rule,,,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Pearl Jam plays loud music.,Pearl Jam,played_in,loud music,,,low,semantic_search,none,,play,,pearl jam genre grunge,semantic_fallback,pearl jam --[GENRE]--> grunge,0.7046,pearl jam genre grunge | pearl jam genre hard rock | pearl jam country of origin united states,True,pearl jam is associated with the genre grunge.,0.1505,0.0002,0.8493,NOT_ENOUGH_INFO,0.8493,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Aleister Crowley engaged in occultism.,Aleister Crowley,engage,,,,low,semantic_search,none,,engage in occultism,,aleister crowley occupation writer,semantic_fallback,aleister crowley --[OCCUPATION]--> writer,0.7295,aleister crowley occupation writer | aleister crowley occupation astrologer | aleister crowley occupation playwright,True,aleister crowley is a writer.,0.2033,0.1097,0.687,NOT_ENOUGH_INFO,0.687,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Joe Rogan moved to Los Angeles.,Joe Rogan,move,,,,low,semantic_search,none,,move to place,,joe rogan place of birth newark,semantic_fallback,joe rogan --[PLACE_OF_BIRTH]--> newark,0.7129,joe rogan place of birth newark | joe rogan date of birth 1967-08-11 | joe rogan occupation actor,True,joe rogan was born in newark.,0.0001,0.9497,0.0502,REFUTES,0.9497,SUPPORTS,SUPPORTS,REFUTES
Keith Urban was released by a record label based in the United States.,Keith Urban,released,,,,low,semantic_search,none,,release be,,keith urban record label capitol records,semantic_fallback,keith urban --[RECORD_LABEL]--> capitol records,0.7856,keith urban record label capitol records | keith urban genre country music | keith urban occupation songwriter,True,keith urban is signed to capitol records.,0.2163,0.001,0.7827,NOT_ENOUGH_INFO,0.7827,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Harvard University is defunct.,Harvard University,be,defunct,,,low,semantic_search,none,,be defunct,,harvard university country united states,semantic_fallback,harvard university --[COUNTRY]--> united states,0.7247,harvard university country united states | harvard university inception date 1636-09-08 | harvard university industry higher education,True,harvard university is from united states.,0.0001,0.9966,0.0032,REFUTES,0.9966,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
Shane McMahon did not wrestle in the main event of multiple WWE pay per views.,Shane McMahon,wrestle,,,,low,semantic_search,none,,wrestle in the main event of multiple wwe pay per views do,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
"""Artist of the Year"" was a name given to Danny Brown by Metro Times.",Artist of the Year,be,a name given to Danny Brown by Metro Times,,,low,semantic_search,none,,be a name given to danny brown by metro times,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
A&E is an American channel.,A&E,be,an American channel,,,low,semantic_search,none,,be an american channel,,a&e country united states,semantic_fallback,a&e --[COUNTRY]--> united states,0.6167,a&e country united states | a&e headquarters new york city,True,a&e is from united states.,0.3929,0.1214,0.4857,NOT_ENOUGH_INFO,0.4857,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Simón Bolívar is known by a nickname.,Simón Bolívar,know,,,,low,semantic_search,none,,know,,simón bolívar occupation politician,semantic_fallback,simón bolívar --[OCCUPATION]--> politician,0.7751,simón bolívar occupation politician | simón bolívar occupation military officer | simón bolívar date of birth 1783-07-24,True,simón bolívar is a politician.,0.1995,0.0093,0.7912,NOT_ENOUGH_INFO,0.7912,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Justine Bateman is in the arts.,Justine Bateman,be,,,,low,semantic_search,none,,be in the arts,,justine bateman occupation actor,semantic_fallback,justine bateman --[OCCUPATION]--> actor,0.7794,justine bateman occupation actor | justine bateman occupation screenwriter | justine bateman occupation television actor,True,justine bateman is an actor.,0.9728,0.0003,0.027,SUPPORTS,0.9728,SUPPORTS,SUPPORTS,SUPPORTS
Mary-Kate Olsen and Ashley Olsen used to be child actresses.,Ashley Olsen,use,,,,low,semantic_search,none,,use be,,ashley olsen occupation actor,semantic_fallback,ashley olsen --[OCCUPATION]--> actor,0.5901,ashley olsen occupation actor | ashley olsen occupation entrepreneur | ashley olsen place of birth sherman oaks,True,ashley olsen is an actor.,0.0039,0.0046,0.9915,NOT_ENOUGH_INFO,0.9915,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Thomas Jefferson worked with James Madison to establish a party.,Thomas Jefferson,worked,,,,low,semantic_search,none,,work with person establish,,thomas jefferson occupation politician,semantic_fallback,thomas jefferson --[OCCUPATION]--> politician,0.6097,thomas jefferson occupation politician | thomas jefferson position held president of the united states | thomas jefferson position held president-elect of the united states,True,thomas jefferson is a politician.,0.0004,0.0004,0.9992,NOT_ENOUGH_INFO,0.9992,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Tim McGraw acted in Venezuela.,Tim McGraw,act,,,,low,semantic_search,none,,act in place,,tim mcgraw country of citizenship united states,semantic_fallback,tim mcgraw --[COUNTRY_OF_CITIZENSHIP]--> united states,0.6976,tim mcgraw country of citizenship united states | tim mcgraw occupation actor | tim mcgraw occupation singer,True,tim mcgraw is a citizen of united states.,0.0001,0.9997,0.0003,REFUTES,0.9997,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
"Bessie Smith lived out her days, from birth to death, on the fields of rural Germany.",Bessie Smith,live,,,,low,semantic_search,none,,live from birth on the fields of rural germany,,bessie smith date of birth 1894-04-15,semantic_fallback,bessie smith --[DATE_OF_BIRTH]--> 1894-04-15,0.7114,bessie smith date of birth 1894-04-15 | bessie smith date of death 1937-09-26 | bessie smith country of citizenship united states,True,bessie smith was born on 1894-04-15.,0.0002,0.0011,0.9987,NOT_ENOUGH_INFO,0.9987,REFUTES,REFUTES,NOT_ENOUGH_INFO
Derek Hough has worked.,Derek Hough,worked,,,,low,semantic_search,none,,work,,derek hough occupation actor,semantic_fallback,derek hough --[OCCUPATION]--> actor,0.7084,derek hough occupation actor | derek hough occupation singer | derek hough date of birth 1985-05-17,True,derek hough is an actor.,0.9796,0.0002,0.0202,SUPPORTS,0.9796,SUPPORTS,SUPPORTS,SUPPORTS
Moonlight premiered at Wendy's.,Moonlight,premier,,,,low,semantic_search,none,,premier at organization,,moonlight developer novell,semantic_fallback,moonlight --[DEVELOPER]--> novell,0.4823,moonlight developer novell,True,moonlight developer novell,0.0007,0.5105,0.4888,REFUTES,0.5105,REFUTES,REFUTES,REFUTES
No Country for Old Men starred Harrison Ford.,Country,stars_in,Harrison Ford,,,low,semantic_search,none,,star,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
"""Love the Way You Lie"" is Eminem's best-selling single.",,be,Eminem's best-selling single,,,low,semantic_search,none,,be eminem's best-selling single love the way you lie,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Vanisri ran in Daag.,Vanisri,run,,,,low,semantic_search,none,,run in place,,vanisri occupation politician,semantic_fallback,vanisri --[OCCUPATION]--> politician,0.6009,vanisri occupation politician | vanisri date of birth 1948-08-03 | vanisri occupation actor,True,vanisri is a politician.,0.0002,0.001,0.9988,NOT_ENOUGH_INFO,0.9988,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Eva Green made her film debut in 2003 in the movie Twilight.,Eva Green,make,,,,low,semantic_search,none,,make in the movie twilight,,eva green occupation actor,semantic_fallback,eva green --[OCCUPATION]--> actor,0.6477,eva green occupation actor | eva green award received bafta rising star award | eva green date of birth 1980-07-06,True,eva green is an actor.,0.0001,0.0006,0.9993,NOT_ENOUGH_INFO,0.9993,REFUTES,REFUTES,NOT_ENOUGH_INFO
"Otto I, Holy Roman Emperor defeated the allegations.",Otto I,defeat,the allegations,,,low,semantic_search,none,,defeat,,otto i occupation aristocrat,semantic_fallback,otto i --[OCCUPATION]--> aristocrat,0.5596,otto i occupation aristocrat | otto i date of death 1234-05-14 | otto i place of birth http://www.wikidata.org/.well-known/genid/f90a08d035c354a79b97458ba4f883fc,True,otto i is an aristocrat.,0.0,0.9993,0.0007,REFUTES,0.9993,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
"Baz Luhrmann's film Australia stars an Australian actor, singer, and pet owner.",Baz Luhrmann's,stars_in,"an Australian actor, singer, and pet owner",,,low,semantic_search,none,,star,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Chaka Khan is a finger painting artist.,Chaka Khan,be,a finger painting artist,,,low,semantic_search,none,,be a finger painting artist,,chaka khan occupation recording artist,semantic_fallback,chaka khan --[OCCUPATION]--> recording artist,0.7098,chaka khan occupation recording artist | chaka khan occupation singer | chaka khan occupation singer-songwriter,True,chaka khan is a recording artist.,0.0,0.998,0.002,REFUTES,0.998,REFUTES,REFUTES,REFUTES
Princess Mononoke has a dark setting that takes place in Germany.,Mononoke,have,a dark setting that takes place in Germany,,,low,semantic_search,none,,have,,mononoke country japan,semantic_fallback,mononoke --[COUNTRY]--> japan,0.4698,mononoke country japan,True,mononoke is from japan.,0.0001,0.9953,0.0046,REFUTES,0.9953,REFUTES,REFUTES,REFUTES
Stephen Colbert refuses to host talk shows.,Stephen Colbert,refuse,,,,low,semantic_search,none,,refuse host,,stephen colbert occupation television presenter,semantic_fallback,stephen colbert --[OCCUPATION]--> television presenter,0.5933,stephen colbert occupation television presenter | stephen colbert occupation television producer | stephen colbert occupation comedian,True,stephen colbert is a television presenter.,0.0001,0.9998,0.0002,REFUTES,0.9998,REFUTES,REFUTES,REFUTES
Eddie Guerrero experienced drug addiction.,Eddie Guerrero,experience,drug addiction,,,low,semantic_search,none,,experience,,eddie guerrero occupation professional wrestler,semantic_fallback,eddie guerrero --[OCCUPATION]--> professional wrestler,0.7049,eddie guerrero occupation professional wrestler | eddie guerrero date of death 2005-11-13 | eddie guerrero date of birth 1967-10-09,True,eddie guerrero is a professional wrestler.,0.0017,0.0069,0.9914,NOT_ENOUGH_INFO,0.9914,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
The Late Show with Stephen Colbert is hosted by Stephen Colbert.,Late Show,host,,,,low,semantic_search,none,,host,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Wentworth Miller made his screenwriting debut with the Spring Stoker.,Wentworth Miller,make,his screenwriting debut,,,low,semantic_search,none,,make with place,,wentworth miller occupation screenwriter,semantic_fallback,wentworth miller --[OCCUPATION]--> screenwriter,0.696,wentworth miller occupation screenwriter | wentworth miller occupation film producer | wentworth miller occupation actor,True,wentworth miller is a screenwriter.,0.0001,0.0004,0.9994,NOT_ENOUGH_INFO,0.9994,REFUTES,REFUTES,NOT_ENOUGH_INFO
Danger UXB is a British television series.,UXB,be,a British television series,,,low,semantic_search,none,,be a british television series,,uxb country united kingdom,semantic_fallback,uxb --[COUNTRY]--> united kingdom,0.5075,uxb country united kingdom,True,uxb is from united kingdom.,0.0008,0.0012,0.998,NOT_ENOUGH_INFO,0.998,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
The Lincoln-Douglas debates happened outside of Quincy.,Douglas debates,happen,,,,low,semantic_search,none,,happen,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Randy Savage has a high voice.,Randy Savage,have,a high voice,,,low,semantic_search,none,,have,,randy savage occupation voice actor,semantic_fallback,randy savage --[OCCUPATION]--> voice actor,0.7871,randy savage occupation voice actor | randy savage occupation actor | randy savage occupation professional wrestler,True,randy savage is a voice actor.,0.002,0.0005,0.9975,NOT_ENOUGH_INFO,0.9975,REFUTES,REFUTES,NOT_ENOUGH_INFO
The Millers aired on NBC.,Millers,air,,,,low,semantic_search,none,,air on organization,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
The White House Press Secretary's primary responsibility is to be a spokesperson.,Press Secretary,be,,,,low,semantic_search,none,,be,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Victoria Palace Theatre is opposite Victoria Station.,Victoria Palace Theatre,be,,,,low,semantic_search,none,,be opposite person,,victoria palace theatre country united kingdom,semantic_fallback,victoria palace theatre --[COUNTRY]--> united kingdom,0.7134,victoria palace theatre country united kingdom,True,victoria palace theatre is from united kingdom.,0.0002,0.0007,0.9991,NOT_ENOUGH_INFO,0.9991,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Instagram has Kendall Jenner on it.,Instagram,have,Kendall Jenner,,,low,semantic_search,none,,have on it,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Marjorie Gross wrote for American sitcoms.,Marjorie Gross,written_by,,,,low,semantic_search,none,,write for american sitcoms,,marjorie gross occupation writer,semantic_fallback,marjorie gross --[OCCUPATION]--> writer,0.7814,marjorie gross occupation writer | marjorie gross occupation screenwriter | marjorie gross occupation television producer,True,marjorie gross is a writer.,0.0005,0.0001,0.9994,NOT_ENOUGH_INFO,0.9994,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
The Chrysler Building is 20 meters tall.,Chrysler Building,be,20 meters tall,,,low,semantic_search,none,,be 20 meters tall,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
Smriti Mandhana plays for the Indian men's cricket team.,Smriti Mandhana,played_in,,,,low,semantic_search,none,,play for the indian men's cricket team,,smriti mandhana occupation cricketer,semantic_fallback,smriti mandhana --[OCCUPATION]--> cricketer,0.8682,smriti mandhana occupation cricketer | smriti mandhana date of birth 1996-07-18 | smriti mandhana place of birth sangli,True,smriti mandhana is a cricketer.,0.0034,0.0001,0.9965,NOT_ENOUGH_INFO,0.9965,REFUTES,REFUTES,NOT_ENOUGH_INFO
